"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2002,2,"Affoltern a.A.","Karton",130,"Tonnen"
2002,2,"Affoltern a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,2,"Affoltern a.A.","Glas",288,"Tonnen"
2002,2,"Affoltern a.A.","Metalle",41,"Tonnen"
2002,2,"Affoltern a.A.","Altöl",3,"Tonnen"
2002,2,"Affoltern a.A.","Grubengut",16,"Tonnen"
2001,2,"Affoltern a.A.","Brennbare Abfälle und Sperrgut",1690,"Tonnen"
2001,2,"Affoltern a.A.","Biogene Abfälle",1250,"Tonnen"
2001,2,"Affoltern a.A.","Papier",724,"Tonnen"
2001,2,"Affoltern a.A.","Karton",138,"Tonnen"
2001,2,"Affoltern a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,2,"Affoltern a.A.","Glas",329,"Tonnen"
2001,2,"Affoltern a.A.","Metalle",46,"Tonnen"
2001,2,"Affoltern a.A.","Altöl",1,"Tonnen"
2001,2,"Affoltern a.A.","Grubengut",23,"Tonnen"
2000,2,"Affoltern a.A.","Brennbare Abfälle und Sperrgut",1612,"Tonnen"
2000,2,"Affoltern a.A.","Biogene Abfälle",1200,"Tonnen"
2000,2,"Affoltern a.A.","Papier",810,"Tonnen"
2000,2,"Affoltern a.A.","Karton",140,"Tonnen"
2000,2,"Affoltern a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,2,"Affoltern a.A.","Glas",321,"Tonnen"
2000,2,"Affoltern a.A.","Metalle",49,"Tonnen"
2000,2,"Affoltern a.A.","Altöl",2,"Tonnen"
2000,2,"Affoltern a.A.","Grubengut",18,"Tonnen"
2021,3,"Bonstetten","Brennbare Abfälle und Sperrgut",871,"Tonnen"
2021,3,"Bonstetten","Biogene Abfälle",797,"Tonnen"
2021,3,"Bonstetten","Papier",253,"Tonnen"
2021,3,"Bonstetten","Karton",91,"Tonnen"
2021,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,3,"Bonstetten","Glas",182,"Tonnen"
2021,3,"Bonstetten","Metalle",14,"Tonnen"
2021,3,"Bonstetten","Textilien",NA,"Tonnen"
2021,3,"Bonstetten","Kunststoffe",NA,"Tonnen"
2021,3,"Bonstetten","Altöl",2,"Tonnen"
2021,3,"Bonstetten","Strassenwischgut",35,"Tonnen"
2021,3,"Bonstetten","Strassensammlerschlämme",20,"Tonnen"
2021,3,"Bonstetten","Grubengut",14,"Tonnen"
2020,3,"Bonstetten","Brennbare Abfälle und Sperrgut",848,"Tonnen"
2020,3,"Bonstetten","Biogene Abfälle",782,"Tonnen"
2020,3,"Bonstetten","Papier",192,"Tonnen"
2020,3,"Bonstetten","Karton",88,"Tonnen"
2020,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,3,"Bonstetten","Glas",193,"Tonnen"
2020,3,"Bonstetten","Metalle",21,"Tonnen"
2020,3,"Bonstetten","Textilien",NA,"Tonnen"
2020,3,"Bonstetten","Kunststoffe",NA,"Tonnen"
2020,3,"Bonstetten","Altöl",2,"Tonnen"
2020,3,"Bonstetten","Strassenwischgut",23,"Tonnen"
2020,3,"Bonstetten","Strassensammlerschlämme",22,"Tonnen"
2020,3,"Bonstetten","Grubengut",1,"Tonnen"
2019,3,"Bonstetten","Brennbare Abfälle und Sperrgut",771,"Tonnen"
2019,3,"Bonstetten","Biogene Abfälle",740,"Tonnen"
2019,3,"Bonstetten","Papier",183,"Tonnen"
2019,3,"Bonstetten","Karton",70,"Tonnen"
2019,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,3,"Bonstetten","Glas",161,"Tonnen"
2019,3,"Bonstetten","Metalle",8,"Tonnen"
2019,3,"Bonstetten","Textilien",26,"Tonnen"
2019,3,"Bonstetten","Kunststoffe",0,"Tonnen"
2019,3,"Bonstetten","Altöl",2,"Tonnen"
2019,3,"Bonstetten","Strassenwischgut",31,"Tonnen"
2019,3,"Bonstetten","Strassensammlerschlämme",22,"Tonnen"
2019,3,"Bonstetten","Grubengut",1,"Tonnen"
2018,3,"Bonstetten","Brennbare Abfälle und Sperrgut",790,"Tonnen"
2018,3,"Bonstetten","Biogene Abfälle",711,"Tonnen"
2018,3,"Bonstetten","Papier",224,"Tonnen"
2018,3,"Bonstetten","Karton",56,"Tonnen"
2018,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,3,"Bonstetten","Glas",165,"Tonnen"
2018,3,"Bonstetten","Metalle",10,"Tonnen"
2018,3,"Bonstetten","Textilien",NA,"Tonnen"
2018,3,"Bonstetten","Kunststoffe",NA,"Tonnen"
2018,3,"Bonstetten","Altöl",2,"Tonnen"
2018,3,"Bonstetten","Strassenwischgut",30,"Tonnen"
2018,3,"Bonstetten","Strassensammlerschlämme",23,"Tonnen"
2018,3,"Bonstetten","Grubengut",1,"Tonnen"
2017,3,"Bonstetten","Brennbare Abfälle und Sperrgut",865,"Tonnen"
2017,3,"Bonstetten","Biogene Abfälle",691,"Tonnen"
2017,3,"Bonstetten","Papier",209,"Tonnen"
2017,3,"Bonstetten","Karton",59,"Tonnen"
2017,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,3,"Bonstetten","Glas",155,"Tonnen"
2017,3,"Bonstetten","Metalle",20,"Tonnen"
2017,3,"Bonstetten","Altöl",1,"Tonnen"
2017,3,"Bonstetten","Grubengut",1,"Tonnen"
2016,3,"Bonstetten","Brennbare Abfälle und Sperrgut",795,"Tonnen"
2016,3,"Bonstetten","Biogene Abfälle",737,"Tonnen"
2016,3,"Bonstetten","Papier",244,"Tonnen"
2016,3,"Bonstetten","Karton",60,"Tonnen"
2016,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,3,"Bonstetten","Glas",161,"Tonnen"
2016,3,"Bonstetten","Metalle",9,"Tonnen"
2016,3,"Bonstetten","Altöl",1,"Tonnen"
2016,3,"Bonstetten","Grubengut",13,"Tonnen"
2015,3,"Bonstetten","Brennbare Abfälle und Sperrgut",794,"Tonnen"
2015,3,"Bonstetten","Biogene Abfälle",713,"Tonnen"
2015,3,"Bonstetten","Papier",242,"Tonnen"
2015,3,"Bonstetten","Karton",78,"Tonnen"
2015,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,3,"Bonstetten","Glas",175,"Tonnen"
2015,3,"Bonstetten","Metalle",29,"Tonnen"
2015,3,"Bonstetten","Altöl",1,"Tonnen"
2015,3,"Bonstetten","Grubengut",50,"Tonnen"
2014,3,"Bonstetten","Brennbare Abfälle und Sperrgut",763,"Tonnen"
2014,3,"Bonstetten","Biogene Abfälle",798,"Tonnen"
2014,3,"Bonstetten","Papier",268,"Tonnen"
2014,3,"Bonstetten","Karton",71,"Tonnen"
2014,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,3,"Bonstetten","Glas",183,"Tonnen"
2014,3,"Bonstetten","Metalle",27,"Tonnen"
2014,3,"Bonstetten","Altöl",1,"Tonnen"
2014,3,"Bonstetten","Grubengut",48,"Tonnen"
2013,3,"Bonstetten","Brennbare Abfälle und Sperrgut",782,"Tonnen"
2013,3,"Bonstetten","Biogene Abfälle",785,"Tonnen"
2013,3,"Bonstetten","Papier",281,"Tonnen"
2013,3,"Bonstetten","Karton",66,"Tonnen"
2013,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,3,"Bonstetten","Glas",189,"Tonnen"
2013,3,"Bonstetten","Metalle",8,"Tonnen"
2013,3,"Bonstetten","Altöl",1,"Tonnen"
2013,3,"Bonstetten","Grubengut",48,"Tonnen"
2012,3,"Bonstetten","Brennbare Abfälle und Sperrgut",798,"Tonnen"
2012,3,"Bonstetten","Biogene Abfälle",781,"Tonnen"
2012,3,"Bonstetten","Papier",284,"Tonnen"
2012,3,"Bonstetten","Karton",68,"Tonnen"
2012,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,3,"Bonstetten","Glas",187,"Tonnen"
2012,3,"Bonstetten","Metalle",23,"Tonnen"
2012,3,"Bonstetten","Altöl",1,"Tonnen"
2012,3,"Bonstetten","Grubengut",51,"Tonnen"
2011,3,"Bonstetten","Brennbare Abfälle und Sperrgut",796,"Tonnen"
2011,3,"Bonstetten","Biogene Abfälle",766,"Tonnen"
2011,3,"Bonstetten","Papier",344,"Tonnen"
2011,3,"Bonstetten","Karton",61,"Tonnen"
2011,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,3,"Bonstetten","Glas",188,"Tonnen"
2011,3,"Bonstetten","Metalle",29,"Tonnen"
2011,3,"Bonstetten","Altöl",1,"Tonnen"
2011,3,"Bonstetten","Grubengut",53,"Tonnen"
2010,3,"Bonstetten","Brennbare Abfälle und Sperrgut",753,"Tonnen"
2010,3,"Bonstetten","Biogene Abfälle",727,"Tonnen"
2010,3,"Bonstetten","Papier",339,"Tonnen"
2010,3,"Bonstetten","Karton",60,"Tonnen"
2010,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,3,"Bonstetten","Glas",173,"Tonnen"
2010,3,"Bonstetten","Metalle",25,"Tonnen"
2010,3,"Bonstetten","Altöl",1,"Tonnen"
2010,3,"Bonstetten","Grubengut",46,"Tonnen"
2009,3,"Bonstetten","Brennbare Abfälle und Sperrgut",778,"Tonnen"
2009,3,"Bonstetten","Biogene Abfälle",711,"Tonnen"
2009,3,"Bonstetten","Papier",321,"Tonnen"
2009,3,"Bonstetten","Karton",66,"Tonnen"
2009,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,3,"Bonstetten","Glas",191,"Tonnen"
2009,3,"Bonstetten","Metalle",42,"Tonnen"
2009,3,"Bonstetten","Altöl",1,"Tonnen"
2009,3,"Bonstetten","Grubengut",0,"Tonnen"
2008,3,"Bonstetten","Brennbare Abfälle und Sperrgut",769,"Tonnen"
2008,3,"Bonstetten","Biogene Abfälle",819,"Tonnen"
2008,3,"Bonstetten","Papier",338,"Tonnen"
2008,3,"Bonstetten","Karton",62,"Tonnen"
2008,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,3,"Bonstetten","Glas",189,"Tonnen"
2008,3,"Bonstetten","Metalle",45,"Tonnen"
2008,3,"Bonstetten","Altöl",1,"Tonnen"
2008,3,"Bonstetten","Grubengut",0,"Tonnen"
2007,3,"Bonstetten","Brennbare Abfälle und Sperrgut",754,"Tonnen"
2007,3,"Bonstetten","Biogene Abfälle",631,"Tonnen"
2007,3,"Bonstetten","Papier",352,"Tonnen"
2007,3,"Bonstetten","Karton",59,"Tonnen"
2007,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,3,"Bonstetten","Glas",175,"Tonnen"
2007,3,"Bonstetten","Metalle",49,"Tonnen"
2007,3,"Bonstetten","Altöl",1,"Tonnen"
2007,3,"Bonstetten","Grubengut",0,"Tonnen"
2006,3,"Bonstetten","Brennbare Abfälle und Sperrgut",601,"Tonnen"
2006,3,"Bonstetten","Biogene Abfälle",631,"Tonnen"
2006,3,"Bonstetten","Papier",326,"Tonnen"
2006,3,"Bonstetten","Karton",57,"Tonnen"
2006,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,3,"Bonstetten","Glas",95,"Tonnen"
2006,3,"Bonstetten","Metalle",47,"Tonnen"
2006,3,"Bonstetten","Altöl",1,"Tonnen"
2006,3,"Bonstetten","Grubengut",0,"Tonnen"
2005,3,"Bonstetten","Brennbare Abfälle und Sperrgut",567,"Tonnen"
2005,3,"Bonstetten","Biogene Abfälle",612,"Tonnen"
2005,3,"Bonstetten","Papier",318,"Tonnen"
2005,3,"Bonstetten","Karton",50,"Tonnen"
2005,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,3,"Bonstetten","Glas",172,"Tonnen"
2005,3,"Bonstetten","Metalle",82,"Tonnen"
2005,3,"Bonstetten","Altöl",1,"Tonnen"
2005,3,"Bonstetten","Grubengut",0,"Tonnen"
2004,3,"Bonstetten","Brennbare Abfälle und Sperrgut",535,"Tonnen"
2004,3,"Bonstetten","Biogene Abfälle",603,"Tonnen"
2004,3,"Bonstetten","Papier",324,"Tonnen"
2004,3,"Bonstetten","Karton",50,"Tonnen"
2004,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,3,"Bonstetten","Glas",200,"Tonnen"
2004,3,"Bonstetten","Metalle",46,"Tonnen"
2004,3,"Bonstetten","Altöl",1,"Tonnen"
2004,3,"Bonstetten","Grubengut",244,"Tonnen"
2003,3,"Bonstetten","Brennbare Abfälle und Sperrgut",446,"Tonnen"
2003,3,"Bonstetten","Biogene Abfälle",579,"Tonnen"
2003,3,"Bonstetten","Papier",310,"Tonnen"
2003,3,"Bonstetten","Karton",45,"Tonnen"
2003,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,3,"Bonstetten","Glas",179,"Tonnen"
2003,3,"Bonstetten","Metalle",48,"Tonnen"
2003,3,"Bonstetten","Altöl",1,"Tonnen"
2003,3,"Bonstetten","Grubengut",3,"Tonnen"
2002,3,"Bonstetten","Brennbare Abfälle und Sperrgut",524,"Tonnen"
2002,3,"Bonstetten","Biogene Abfälle",673,"Tonnen"
2002,3,"Bonstetten","Papier",360,"Tonnen"
2002,3,"Bonstetten","Karton",40,"Tonnen"
2002,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,3,"Bonstetten","Glas",182,"Tonnen"
2002,3,"Bonstetten","Metalle",68,"Tonnen"
2002,3,"Bonstetten","Altöl",1,"Tonnen"
2002,3,"Bonstetten","Grubengut",162,"Tonnen"
2001,3,"Bonstetten","Brennbare Abfälle und Sperrgut",528,"Tonnen"
2001,3,"Bonstetten","Biogene Abfälle",556,"Tonnen"
2001,3,"Bonstetten","Papier",356,"Tonnen"
2001,3,"Bonstetten","Karton",43,"Tonnen"
2001,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,3,"Bonstetten","Glas",167,"Tonnen"
2001,3,"Bonstetten","Metalle",48,"Tonnen"
2001,3,"Bonstetten","Altöl",1,"Tonnen"
2001,3,"Bonstetten","Grubengut",149,"Tonnen"
2000,3,"Bonstetten","Brennbare Abfälle und Sperrgut",535,"Tonnen"
2000,3,"Bonstetten","Biogene Abfälle",558,"Tonnen"
2000,3,"Bonstetten","Papier",346,"Tonnen"
2000,3,"Bonstetten","Karton",38,"Tonnen"
2000,3,"Bonstetten","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,3,"Bonstetten","Glas",162,"Tonnen"
2000,3,"Bonstetten","Metalle",52,"Tonnen"
2000,3,"Bonstetten","Altöl",1,"Tonnen"
2000,3,"Bonstetten","Grubengut",66,"Tonnen"
2021,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",603,"Tonnen"
2021,4,"Hausen a.A.","Biogene Abfälle",564,"Tonnen"
2021,4,"Hausen a.A.","Papier",92,"Tonnen"
2021,4,"Hausen a.A.","Karton",37,"Tonnen"
2021,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,4,"Hausen a.A.","Glas",106,"Tonnen"
2021,4,"Hausen a.A.","Metalle",11,"Tonnen"
2021,4,"Hausen a.A.","Textilien",24,"Tonnen"
2021,4,"Hausen a.A.","Kunststoffe",NA,"Tonnen"
2021,4,"Hausen a.A.","Altöl",2,"Tonnen"
2021,4,"Hausen a.A.","Strassenwischgut",22,"Tonnen"
2021,4,"Hausen a.A.","Strassensammlerschlämme",72,"Tonnen"
2021,4,"Hausen a.A.","Grubengut",9,"Tonnen"
2020,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",579,"Tonnen"
2020,4,"Hausen a.A.","Biogene Abfälle",580,"Tonnen"
2020,4,"Hausen a.A.","Papier",94,"Tonnen"
2020,4,"Hausen a.A.","Karton",36,"Tonnen"
2020,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",22,"Tonnen"
2020,4,"Hausen a.A.","Glas",110,"Tonnen"
2020,4,"Hausen a.A.","Metalle",12,"Tonnen"
2020,4,"Hausen a.A.","Textilien",25,"Tonnen"
2020,4,"Hausen a.A.","Kunststoffe",NA,"Tonnen"
2020,4,"Hausen a.A.","Altöl",2,"Tonnen"
2020,4,"Hausen a.A.","Strassenwischgut",16,"Tonnen"
2020,4,"Hausen a.A.","Strassensammlerschlämme",37,"Tonnen"
2020,4,"Hausen a.A.","Grubengut",8,"Tonnen"
2019,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",562,"Tonnen"
2019,4,"Hausen a.A.","Biogene Abfälle",578,"Tonnen"
2019,4,"Hausen a.A.","Papier",125,"Tonnen"
2019,4,"Hausen a.A.","Karton",38,"Tonnen"
2019,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,4,"Hausen a.A.","Glas",106,"Tonnen"
2019,4,"Hausen a.A.","Metalle",10,"Tonnen"
2019,4,"Hausen a.A.","Textilien",NA,"Tonnen"
2019,4,"Hausen a.A.","Kunststoffe",NA,"Tonnen"
2019,4,"Hausen a.A.","Altöl",2,"Tonnen"
2019,4,"Hausen a.A.","Strassenwischgut",14,"Tonnen"
2019,4,"Hausen a.A.","Strassensammlerschlämme",48,"Tonnen"
2019,4,"Hausen a.A.","Grubengut",7,"Tonnen"
2018,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",545,"Tonnen"
2018,4,"Hausen a.A.","Biogene Abfälle",410,"Tonnen"
2018,4,"Hausen a.A.","Papier",146,"Tonnen"
2018,4,"Hausen a.A.","Karton",44,"Tonnen"
2018,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,4,"Hausen a.A.","Glas",115,"Tonnen"
2018,4,"Hausen a.A.","Metalle",8,"Tonnen"
2018,4,"Hausen a.A.","Textilien",NA,"Tonnen"
2018,4,"Hausen a.A.","Kunststoffe",NA,"Tonnen"
2018,4,"Hausen a.A.","Altöl",1,"Tonnen"
2018,4,"Hausen a.A.","Strassenwischgut",21,"Tonnen"
2018,4,"Hausen a.A.","Strassensammlerschlämme",81,"Tonnen"
2018,4,"Hausen a.A.","Grubengut",9,"Tonnen"
2017,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",566,"Tonnen"
2017,4,"Hausen a.A.","Biogene Abfälle",435,"Tonnen"
2017,4,"Hausen a.A.","Papier",155,"Tonnen"
2017,4,"Hausen a.A.","Karton",43,"Tonnen"
2017,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,4,"Hausen a.A.","Glas",105,"Tonnen"
2017,4,"Hausen a.A.","Metalle",12,"Tonnen"
2017,4,"Hausen a.A.","Altöl",1,"Tonnen"
2017,4,"Hausen a.A.","Grubengut",7,"Tonnen"
2016,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",433,"Tonnen"
2016,4,"Hausen a.A.","Biogene Abfälle",420,"Tonnen"
2016,4,"Hausen a.A.","Papier",161,"Tonnen"
2016,4,"Hausen a.A.","Karton",42,"Tonnen"
2016,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,4,"Hausen a.A.","Glas",110,"Tonnen"
2016,4,"Hausen a.A.","Metalle",10,"Tonnen"
2016,4,"Hausen a.A.","Altöl",1,"Tonnen"
2016,4,"Hausen a.A.","Grubengut",7,"Tonnen"
2015,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",416,"Tonnen"
2015,4,"Hausen a.A.","Biogene Abfälle",515,"Tonnen"
2015,4,"Hausen a.A.","Papier",159,"Tonnen"
2015,4,"Hausen a.A.","Karton",45,"Tonnen"
2015,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,4,"Hausen a.A.","Glas",109,"Tonnen"
2015,4,"Hausen a.A.","Metalle",9,"Tonnen"
2015,4,"Hausen a.A.","Altöl",0,"Tonnen"
2015,4,"Hausen a.A.","Grubengut",5,"Tonnen"
2014,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",431,"Tonnen"
2014,4,"Hausen a.A.","Biogene Abfälle",440,"Tonnen"
2014,4,"Hausen a.A.","Papier",180,"Tonnen"
2014,4,"Hausen a.A.","Karton",37,"Tonnen"
2014,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,4,"Hausen a.A.","Glas",97,"Tonnen"
2014,4,"Hausen a.A.","Metalle",9,"Tonnen"
2014,4,"Hausen a.A.","Altöl",0,"Tonnen"
2014,4,"Hausen a.A.","Grubengut",3,"Tonnen"
2013,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",583,"Tonnen"
2013,4,"Hausen a.A.","Biogene Abfälle",394,"Tonnen"
2013,4,"Hausen a.A.","Papier",178,"Tonnen"
2013,4,"Hausen a.A.","Karton",43,"Tonnen"
2013,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,4,"Hausen a.A.","Glas",109,"Tonnen"
2013,4,"Hausen a.A.","Metalle",6,"Tonnen"
2013,4,"Hausen a.A.","Altöl",1,"Tonnen"
2013,4,"Hausen a.A.","Grubengut",1,"Tonnen"
2012,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",553,"Tonnen"
2012,4,"Hausen a.A.","Biogene Abfälle",460,"Tonnen"
2012,4,"Hausen a.A.","Papier",189,"Tonnen"
2012,4,"Hausen a.A.","Karton",42,"Tonnen"
2012,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,4,"Hausen a.A.","Glas",117,"Tonnen"
2012,4,"Hausen a.A.","Metalle",5,"Tonnen"
2012,4,"Hausen a.A.","Altöl",1,"Tonnen"
2012,4,"Hausen a.A.","Grubengut",1,"Tonnen"
2011,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",556,"Tonnen"
2011,4,"Hausen a.A.","Biogene Abfälle",430,"Tonnen"
2011,4,"Hausen a.A.","Papier",202,"Tonnen"
2011,4,"Hausen a.A.","Karton",41,"Tonnen"
2011,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,4,"Hausen a.A.","Glas",114,"Tonnen"
2011,4,"Hausen a.A.","Metalle",6,"Tonnen"
2011,4,"Hausen a.A.","Altöl",1,"Tonnen"
2011,4,"Hausen a.A.","Grubengut",1,"Tonnen"
2010,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",549,"Tonnen"
2010,4,"Hausen a.A.","Biogene Abfälle",404,"Tonnen"
2010,4,"Hausen a.A.","Papier",188,"Tonnen"
2010,4,"Hausen a.A.","Karton",41,"Tonnen"
2010,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,4,"Hausen a.A.","Glas",112,"Tonnen"
2010,4,"Hausen a.A.","Metalle",9,"Tonnen"
2010,4,"Hausen a.A.","Altöl",1,"Tonnen"
2010,4,"Hausen a.A.","Grubengut",1,"Tonnen"
2009,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",540,"Tonnen"
2009,4,"Hausen a.A.","Biogene Abfälle",427,"Tonnen"
2009,4,"Hausen a.A.","Papier",184,"Tonnen"
2009,4,"Hausen a.A.","Karton",42,"Tonnen"
2009,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,4,"Hausen a.A.","Glas",116,"Tonnen"
2009,4,"Hausen a.A.","Metalle",9,"Tonnen"
2009,4,"Hausen a.A.","Altöl",2,"Tonnen"
2009,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2008,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",548,"Tonnen"
2008,4,"Hausen a.A.","Biogene Abfälle",302,"Tonnen"
2008,4,"Hausen a.A.","Papier",220,"Tonnen"
2008,4,"Hausen a.A.","Karton",39,"Tonnen"
2008,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,4,"Hausen a.A.","Glas",120,"Tonnen"
2008,4,"Hausen a.A.","Metalle",9,"Tonnen"
2008,4,"Hausen a.A.","Altöl",0,"Tonnen"
2008,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2007,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",523,"Tonnen"
2007,4,"Hausen a.A.","Biogene Abfälle",373,"Tonnen"
2007,4,"Hausen a.A.","Papier",227,"Tonnen"
2007,4,"Hausen a.A.","Karton",39,"Tonnen"
2007,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,4,"Hausen a.A.","Glas",128,"Tonnen"
2007,4,"Hausen a.A.","Metalle",10,"Tonnen"
2007,4,"Hausen a.A.","Altöl",2,"Tonnen"
2007,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2006,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",484,"Tonnen"
2006,4,"Hausen a.A.","Biogene Abfälle",368,"Tonnen"
2006,4,"Hausen a.A.","Papier",216,"Tonnen"
2006,4,"Hausen a.A.","Karton",40,"Tonnen"
2006,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,4,"Hausen a.A.","Glas",158,"Tonnen"
2006,4,"Hausen a.A.","Metalle",10,"Tonnen"
2006,4,"Hausen a.A.","Altöl",2,"Tonnen"
2006,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2005,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",462,"Tonnen"
2005,4,"Hausen a.A.","Biogene Abfälle",423,"Tonnen"
2005,4,"Hausen a.A.","Papier",225,"Tonnen"
2005,4,"Hausen a.A.","Karton",36,"Tonnen"
2005,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,4,"Hausen a.A.","Glas",124,"Tonnen"
2005,4,"Hausen a.A.","Metalle",11,"Tonnen"
2005,4,"Hausen a.A.","Altöl",4,"Tonnen"
2005,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2004,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",431,"Tonnen"
2004,4,"Hausen a.A.","Biogene Abfälle",331,"Tonnen"
2004,4,"Hausen a.A.","Papier",222,"Tonnen"
2004,4,"Hausen a.A.","Karton",31,"Tonnen"
2004,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,4,"Hausen a.A.","Glas",115,"Tonnen"
2004,4,"Hausen a.A.","Metalle",11,"Tonnen"
2004,4,"Hausen a.A.","Altöl",2,"Tonnen"
2004,4,"Hausen a.A.","Grubengut",0,"Tonnen"
2003,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",422,"Tonnen"
2003,4,"Hausen a.A.","Biogene Abfälle",319,"Tonnen"
2003,4,"Hausen a.A.","Papier",215,"Tonnen"
2003,4,"Hausen a.A.","Karton",37,"Tonnen"
2003,4,"Hausen a.A.","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,4,"Hausen a.A.","Glas",119,"Tonnen"
2003,4,"Hausen a.A.","Metalle",11,"Tonnen"
2003,4,"Hausen a.A.","Altöl",2,"Tonnen"
2003,4,"Hausen a.A.","Grubengut",6,"Tonnen"
2002,4,"Hausen a.A.","Brennbare Abfälle und Sperrgut",446,"Tonnen"
2002,4,"Hausen a.A.","Biogene Abfälle",295,"Tonnen"
2002,4,"Hausen a.A.","Papier",238,"Tonnen"
2002,4,"Hausen a.A.","Karton",27,"Tonnen"
